Region1,Region2,Region1_NonAged,Region2_NonAged,Region1_Aged,Region2_Aged,Total_Mortality,R1_Aged_MaskRate,R1_NonAged_MaskRate,R2_Aged_MaskRate,R2_NonAged_MaskRate,policy,supply_rate,epsilon,aged_priority_ratio
0.044287,0.113013,0.016406,0.038757,0.072169,0.187269,0.078650,1.000000,0.487995,0.111995,0.000000,Fair,0.4,0.43,1.0
0.043191,0.115487,0.015856,0.039141,0.070526,0.191834,0.079339,1.000000,0.520000,0.080000,0.000000,Fair,0.4,0.45,1.0
0.041669,0.119383,0.015098,0.039733,0.068240,0.199033,0.080526,1.000000,0.568000,0.032000,0.000000,Fair,0.4,0.48,1.0
0.040729,0.122107,0.014633,0.040138,0.066826,0.204077,0.081418,1.000000,0.600000,0.000000,0.000000,Fair,0.4,0.5,1.0
0.073330,0.075500,0.031506,0.031965,0.115153,0.119034,0.074415,0.936000,0.000000,0.864000,0.000000,Fair,0.45,0.02,1.0
0.071807,0.077242,0.031178,0.032328,0.112436,0.122156,0.074524,0.990000,0.000000,0.810000,0.000000,Fair,0.45,0.05,1.0
0.068200,0.079090,0.029205,0.032707,0.107194,0.125473,0.073645,1.000000,0.044000,0.756000,0.000000,Fair,0.45,0.08,1.0
0.065593,0.080385,0.027732,0.032969,0.103454,0.127801,0.072989,1.000000,0.080000,0.720000,0.000000,Fair,0.45,0.1,1.0
0.063102,0.081734,0.026343,0.033239,0.099861,0.130229,0.072418,1.000000,0.116000,0.684000,0.000000,Fair,0.45,0.12,1.0
0.059591,0.083863,0.024415,0.033659,0.094766,0.134068,0.071727,1.000000,0.170000,0.630000,0.000000,Fair,0.45,0.15,1.0
0.056356,0.086129,0.022669,0.034098,0.090043,0.138161,0.071243,1.000000,0.224000,0.576000,0.000000,Fair,0.45,0.18,1.0
0.054353,0.087721,0.021602,0.034402,0.087104,0.141041,0.071037,1.000000,0.260000,0.540000,0.000000,Fair,0.45,0.2,1.0
0.052471,0.089382,0.020610,0.034714,0.084331,0.144050,0.070926,1.000000,0.296000,0.504000,0.000000,Fair,0.45,0.22,1.0
0.049865,0.092010,0.019252,0.035201,0.080478,0.148820,0.070937,1.000000,0.350000,0.450000,0.000000,Fair,0.45,0.25,1.0
0.047506,0.094814,0.018038,0.035708,0.076975,0.153919,0.071160,1.000000,0.404000,0.396000,0.000000,Fair,0.45,0.28,1.0
0.046063,0.096787,0.017303,0.036059,0.074823,0.157515,0.071425,1.000000,0.440000,0.360000,0.000000,Fair,0.45,0.3,1.0
0.044716,0.098848,0.016621,0.036420,0.072810,0.161276,0.071782,1.000000,0.476000,0.324000,0.000000,Fair,0.45,0.32,1.0
0.042862,0.102115,0.015692,0.036981,0.070033,0.167249,0.072489,1.000000,0.530000,0.270000,0.000000,Fair,0.45,0.35,1.0
0.041192,0.105605,0.014861,0.037565,0.067522,0.173645,0.073399,1.000000,0.584000,0.216000,0.000000,Fair,0.45,0.38,1.0
0.040171,0.108063,0.014358,0.037968,0.065984,0.178159,0.074117,1.000000,0.620000,0.180000,0.000000,Fair,0.45,0.4,1.0
0.038764,0.111960,0.013668,0.038591,0.063860,0.185328,0.075362,1.000000,0.674000,0.126000,0.000000,Fair,0.45,0.43,1.0
0.037903,0.114704,0.013248,0.039020,0.062557,0.190387,0.076303,1.000000,0.710000,0.090000,0.000000,Fair,0.45,0.45,1.0
0.036713,0.119050,0.012672,0.039683,0.060755,0.198417,0.077882,1.000000,0.764000,0.036000,0.000000,Fair,0.45,0.48,1.0
0.035983,0.122107,0.012319,0.040138,0.059646,0.204077,0.079045,1.000000,0.800000,0.000000,0.000000,Fair,0.45,0.5,1.0
0.068496,0.072642,0.029374,0.031358,0.107619,0.113926,0.070569,1.000000,0.040000,0.960000,0.000000,Fair,0.5,0.02,1.0
0.064194,0.074394,0.026950,0.031732,0.101439,0.117056,0.069294,1.000000,0.100000,0.900000,0.000000,Fair,0.5,0.05,1.0
0.060220,0.076262,0.024758,0.032125,0.095682,0.120398,0.068241,1.000000,0.160000,0.840000,0.000000,Fair,0.5,0.08,1.0
0.057759,0.077576,0.023423,0.032397,0.092096,0.122755,0.067668,1.000000,0.200000,0.800000,0.000000,Fair,0.5,0.1,1.0
0.055451,0.078949,0.022186,0.032678,0.088716,0.125220,0.067200,1.000000,0.240000,0.760000,0.000000,Fair,0.5,0.12,1.0
0.052269,0.081128,0.020504,0.033118,0.084033,0.129137,0.066698,1.000000,0.300000,0.700000,0.000000,Fair,0.5,0.15,1.0
0.049410,0.083459,0.019016,0.033580,0.079803,0.133338,0.066434,1.000000,0.360000,0.640000,0.000000,Fair,0.5,0.18,1.0
0.047673,0.085105,0.018123,0.033901,0.077223,0.136309,0.066389,1.000000,0.400000,0.600000,0.000000,Fair,0.5,0.2,1.0
0.046063,0.086829,0.017303,0.034232,0.074823,0.139425,0.066446,1.000000,0.440000,0.560000,0.000000,Fair,0.5,0.22,1.0
0.043868,0.089571,0.016195,0.034750,0.071541,0.144393,0.066720,1.000000,0.500000,0.500000,0.000000,Fair,0.5,0.25,1.0
0.041913,0.092516,0.015219,0.035293,0.068607,0.149738,0.067214,1.000000,0.560000,0.440000,0.000000,Fair,0.5,0.28,1.0
0.040729,0.094600,0.014633,0.035670,0.066826,0.153529,0.067665,1.000000,0.600000,0.400000,0.000000,Fair,0.5,0.3,1.0
0.039633,0.096787,0.014093,0.036059,0.065173,0.157515,0.068210,1.000000,0.640000,0.360000,0.000000,Fair,0.5,0.32,1.0
0.038136,0.100274,0.013362,0.036667,0.062911,0.163881,0.069205,1.000000,0.700000,0.300000,0.000000,Fair,0.5,0.35,1.0
0.036797,0.104026,0.012712,0.037303,0.060882,0.170748,0.070411,1.000000,0.760000,0.240000,0.000000,Fair,0.5,0.38,1.0
0.035983,0.106684,0.012319,0.037743,0.059646,0.175626,0.071334,1.000000,0.800000,0.200000,0.000000,Fair,0.5,0.4,1.0
0.034865,0.110925,0.011783,0.038427,0.057946,0.183422,0.072895,1.000000,0.860000,0.140000,0.000000,Fair,0.5,0.43,1.0
0.034182,0.113929,0.011457,0.038900,0.056906,0.188959,0.074056,1.000000,0.900000,0.100000,0.000000,Fair,0.5,0.45,1.0
0.033240,0.118718,0.011010,0.039633,0.055471,0.197803,0.075979,1.000000,0.960000,0.040000,0.000000,Fair,0.5,0.48,1.0
0.032663,0.122107,0.010736,0.040138,0.054590,0.204077,0.077385,1.000000,1.000000,0.000000,0.000000,Fair,0.5,0.5,1.0
0.122107,0.122107,0.040138,0.040138,0.204077,0.204077,0.122107,0.000000,0.000000,0.000000,0.000000,Proportion,0.0,,1.0
0.113929,0.113929,0.038900,0.038900,0.188959,0.188959,0.113929,0.100000,0.000000,0.100000,0.000000,Proportion,0.05,,1.0
0.106684,0.106684,0.037743,0.037743,0.175626,0.175626,0.106684,0.200000,0.000000,0.200000,0.000000,Proportion,0.1,,1.0
0.100274,0.100274,0.036667,0.036667,0.163881,0.163881,0.100274,0.300000,0.000000,0.300000,0.000000,Proportion,0.15,,1.0
0.094600,0.094600,0.035670,0.035670,0.153529,0.153529,0.094600,0.400000,0.000000,0.400000,0.000000,Proportion,0.2,,1.0
0.089571,0.089571,0.034750,0.034750,0.144393,0.144393,0.089571,0.500000,0.000000,0.500000,0.000000,Proportion,0.25,,1.0
0.085105,0.085105,0.033901,0.033901,0.136309,0.136309,0.085105,0.600000,0.000000,0.600000,0.000000,Proportion,0.3,,1.0
0.081128,0.081128,0.033118,0.033118,0.129137,0.129137,0.081128,0.700000,0.000000,0.700000,0.000000,Proportion,0.35,,1.0
0.077576,0.077576,0.032397,0.032397,0.122755,0.122755,0.077576,0.800000,0.000000,0.800000,0.000000,Proportion,0.4,,1.0
0.074394,0.074394,0.031732,0.031732,0.117056,0.117056,0.074394,0.900000,0.000000,0.900000,0.000000,Proportion,0.45,,1.0
0.071534,0.071534,0.031119,0.031119,0.111950,0.111950,0.071534,1.000000,0.000000,1.000000,0.000000,Proportion,0.5,,1.0
0.122107,0.122107,0.040138,0.040138,0.204077,0.204077,0.122107,0.000000,0.000000,0.000000,0.000000,Utility,0.0,,1.0
0.106684,0.122107,0.037743,0.040138,0.175626,0.204077,0.114396,0.200000,0.000000,0.000000,0.000000,Utility,0.05,,1.0
0.094600,0.122107,0.035670,0.040138,0.153529,0.204077,0.108354,0.400000,0.000000,0.000000,0.000000,Utility,0.1,,1.0
0.085105,0.122107,0.033901,0.040138,0.136309,0.204077,0.103606,0.600000,0.000000,0.000000,0.000000,Utility,0.15,,1.0
0.077576,0.122107,0.032397,0.040138,0.122755,0.204077,0.099842,0.800000,0.000000,0.000000,0.000000,Utility,0.2,,1.0
0.071534,0.122107,0.031119,0.040138,0.111950,0.204077,0.096821,1.000000,0.000000,0.000000,0.000000,Utility,0.25,,1.0
0.057759,0.122107,0.023423,0.040138,0.092096,0.204077,0.089933,1.000000,0.200000,0.000000,0.000000,Utility,0.3,,1.0
0.047673,0.122107,0.018123,0.040138,0.077223,0.204077,0.084890,1.000000,0.400000,0.000000,0.000000,Utility,0.35,,1.0
0.040729,0.122107,0.014633,0.040138,0.066826,0.204077,0.081418,1.000000,0.600000,0.000000,0.000000,Utility,0.4,,1.0
0.035983,0.122107,0.012319,0.040138,0.059646,0.204077,0.079045,1.000000,0.800000,0.000000,0.000000,Utility,0.45,,1.0
0.032663,0.122107,0.010736,0.040138,0.054590,0.204077,0.077385,1.000000,1.000000,0.000000,0.000000,Utility,0.5,,1.0
